D,N,num_classes,x,y
168,99,0,0,0
107,28,0,0,0
42,-117,0,0,0
42,-196,0,0,0
13,-5,0,0,0
106,-124,0,0,0
113,-95,0,0,0
7,8,1,6,2
7,8,1,90,34
7,8,1,1434,542
7,8,1,22854,8638
7,8,1,364230,137666
7,8,1,5804826,2194018
7,8,1,92512986,34966622
7,8,1,1474402950,557271934
7,8,1,23497934214,8881384322
7,8,1,374492544474,141544877218
185,-189,0,0,0
44,104,0,0,0
38,125,0,0,0
138,-65,0,0,0
66,-65,4,-1,1
66,-65,4,463,57
66,-65,4,60191,7409
66,-65,4,7824367,963113
66,-65,4,1017107519,125197281
66,-65,4,132216153103,16274683417
66,-65,4,17187082795871,2115583646929
66,-65,4,2234188547310127,275009599417353
66,-65,4,290427324067520639,35749132340608961
66,-65,4,37753317940230372943,4647112194679747577
66,-65,4,1,1
66,-65,4,593,73
66,-65,4,77089,9489
66,-65,4,10020977,1233497
66,-65,4,1302649921,160345121
66,-65,4,169334468753,20843632233
66,-65,4,22012178287969,2709511845169
66,-65,4,2861413842967217,352215696239737
66,-65,4,371961787407450241,45785330999320641
66,-65,4,48352170949125564113,5951740814215443593
66,-65,4,89,11
66,-65,4,11593,1427
66,-65,4,1507001,185499
66,-65,4,195898537,24113443
66,-65,4,25465302809,3134562091
66,-65,4,3310293466633,407468958387
66,-65,4,430312685359481,52967830028219
66,-65,4,55937338803265897,6885410434710083
66,-65,4,7271423731739207129,895050388682282571
66,-65,4,945229147787293660873,116349665118262024147
66,-65,4,23,3
66,-65,4,3079,379
66,-65,4,400247,49267
66,-65,4,52029031,6404331
66,-65,4,6763373783,832513763
66,-65,4,879186562759,108220384859
66,-65,4,114287489784887,14067817517907
66,-65,4,14856494485472551,1828708056943051
66,-65,4,1931229995621646743,237717979585078723
66,-65,4,251045042936328604039,30901508638003290939
192,-102,0,0,0
14,77,0,0,0
101,81,1,1809,180
101,81,1,727209,72360
101,81,1,292336209,29088540
101,81,1,117518428809,11693520720
101,81,1,47242116045009,4700766240900
101,81,1,18991213131664809,1889696335321080
101,81,1,7634420436813208209,759653226032833260
101,81,1,3069018024385778035209,305378707168863649440
101,81,1,1233737611382645956945809,122761480628657154241620
101,81,1,495959450757799288914180009,49349809834013007141481800
113,-133,0,0,0
112,139,0,0,0
138,72,0,0,0
39,-116,0,0,0
143,-6,0,0,0
90,-108,0,0,0
118,-193,0,0,0
166,162,0,0,0
32,-196,0,0,0
190,112,0,0,0
17,7,0,0,0
47,-129,0,0,0
180,100,0,0,0
187,-87,4,670,49
187,-87,4,2253989,164828
187,-87,4,7582418326,554481343
187,-87,4,25507252994675,1865275073024
187,-87,4,85806391491668374,6274784791171393
187,-87,4,288652675470719415461,21108374172225493028
187,-87,4,971027514477108621942430,71008564440581767374799
187,-87,4,3266536270048317933494919059,238872789669742893223330808
187,-87,4,10988627041415027051168285772046,803567993440450652221517463313
187,-87,4,36965738100783880951812179842243685,2703202491060886324330291523254124
187,-87,4,-10,1
187,-87,4,6181,452
187,-87,4,20792894,1520527
187,-87,4,69947289235,5115052376
187,-87,4,235302660193646,17207034672337
187,-87,4,791558078944135909,57884459522689292
187,-87,4,2662801142265413004230,194723304627292105951
187,-87,4,8957662251022770402093811,655049138881751121729872
187,-87,4,30133573149639457367230575974,2203585108474906146207183457
187,-87,4,101369331117724883560593255482725,7412859649860445394089843419476
187,-87,4,10,1
187,-87,4,39821,2912
187,-87,4,133957834,9795967
187,-87,4,450634113755,32953630076
187,-87,4,1515933024713986,110856001779697
187,-87,4,5099598244503735149,372919557033270632
187,-87,4,17155046978577540327250,1254501279003920626351
187,-87,4,57709572936336601157133851,4220141929649631953774132
187,-87,4,194134986202789347715057947514,14196556196840082888575553697
187,-87,4,653070035876610429376853778303245,47757210826028109187536208862576
187,-87,4,-109,-8
187,-87,4,-367346,-26863
187,-87,4,-1235751835,-90367124
187,-87,4,-4157068805594,-303994978273
187,-87,4,-13984378226266381,-1022639016543248
187,-87,4,-47043444196091300090,-3440157347656507999
187,-87,4,-158254132291272907236379,-11572688294877476365388
187,-87,4,-532366853984397863851878866,-38930519983810482836657233
187,-87,4,-1790881938549382122724813268845,-130962257652850169385038566424
187,-87,4,-6024526308913267476448407984515714,-440556995813667986000786900793103
199,143,0,0,0
181,-24,0,0,0
68,76,0,0,0
30,-155,0,0,0
160,-31,2,63,5
160,-31,2,91023,7196
160,-31,2,131255103,10376627
160,-31,2,189269767503,14963088938
160,-31,2,272926873484223,21576763871969
160,-31,2,393560362294482063,31113678540290360
160,-31,2,567513769501769650623,44865902878334827151
160,-31,2,818354462061189541716303,64696600836880280461382
160,-31,2,1180066566778465817385258303,93292453540878486090485693
160,-31,2,1701655170940085647480000756623,134527653309345940062199907924
160,-31,2,177,14
160,-31,2,255297,20183
160,-31,2,368138097,29103872
160,-31,2,530854880577,41967763241
160,-31,2,765492369653937,60517485489650
160,-31,2,1103839466186096577,87266172108312059
160,-31,2,1591735744747981610097,125837759662700499428
160,-31,2,2295281840087123295663297,181457962167442011863117
160,-31,2,3309794821669887044364864177,261662255607691718406115286
160,-31,2,4772721837566137030850838479937,377316791128329290499606379295
12,-171,0,0,0
96,-39,0,0,0
88,-139,0,0,0
195,34,0,0,0
198,-55,0,0,0
138,-48,0,0,0
23,120,0,0,0
103,-62,2,77365,7623
103,-62,2,35205407531,3468891879
103,-62,2,16020431929349371,1578540062882601
103,-62,2,7290193672006801962245,718324126851635988777
103,-62,2,3317446371592706841802011349,326877703867019526446023911
103,-62,2,1509623876064200610931049274468299,148747660410192113499570220855239
103,-62,2,686963402542953426836246851800644258395,67688515355293504696793406895055614473
103,-62,2,312606818106076590726330946782062924373726821,30802065043369693412893828454536857478770249
103,-62,2,142253608219391825667018301892022179262009987998581,14016664510307950690342520496510930809964218814471
103,-62,2,64733357941570959802624603795049713859471154174308548715,6378367285371892744301136313647384302204540699359145127
103,-62,2,91,9
103,-62,2,41487461,4087881
103,-62,2,18879118052725,1860214776327
103,-62,2,8591055944559340139,846501895252171431
103,-62,2,3909411553888515968240059,385205766444011907928809
103,-62,2,1779001184057701466498888948165,175290195254099780879199936873
103,-62,2,809545162808651986985229893227932181,79766855091164424121321194565751079
103,-62,2,368388383605274937405493072826231017608971,36298386010189627987697837733433223068551
103,-62,2,167637344289072446753185403761028152055839975195,16517798344173084498478662823503867562116792777
103,-62,2,76284379342439762946112262156472933689096084734726949,7516523243269728753529516761824678119613186030861961
8,159,0,0,0
55,58,0,0,0
99,-26,0,0,0
188,74,0,0,0
130,185,0,0,0
199,4,1,32532393040,2306160198
199,4,1,1058356596909040441598,75024909974540221920
199,4,1,34430872787121752775288769284880,2440739859082358892787957276602
199,4,1,1120118686220885111618346685276686848793602,79403108404061513230442022591169719428160
199,4,1,36440141351586266707817893967615235961177221332045200,2583173131198656280747459232009410186890637206729798
199,4,1,1185485000882961256003878448613283002669741198783890106596614398,84036803594522172445061525608702619665275623082790351896377760
199,4,1,38566663991749242619373793313321179340895572099950667732007379107726944720,2733918324362280104974816184953140211147632350828222777625980003428060602
199,4,1,1254665871221201678014601877743805512818339018702640004265439704114073576522796134402,88940905467411903725529142627054369158838303576954210306743623963619424517306632320
199,4,1,40817283256442157770239988481891760125705589283088874325049665370560395919186112985050802417360,2893460493999328963570820431593188594819607065587359115570654904947601556598005664829578992198
199,4,1,1327883901723587388605882654546754461468839436004515279280862092336845405096709264835406275032414843039998,94131194036498731339052831250384632849791235813421970834212490954382260234255381944418748967395122869600
11,66,0,0,0
186,-179,0,0,0
145,93,0,0,0
86,77,0,0,0
63,100,1,80,10
63,100,1,1270,160
63,100,1,20240,2550
63,100,1,322570,40640
63,100,1,5140880,647690
63,100,1,81931510,10322400
63,100,1,1305763280,164510710
63,100,1,20810280970,2621848960
63,100,1,331658732240,41785072650
63,100,1,5285729434870,665939313440
125,127,0,0,0
22,197,0,0,0
42,48,0,0,0
154,90,0,0,0
28,57,4,43,8
28,57,4,10837,2048
28,57,4,2752555,520184
28,57,4,699138133,132124688
28,57,4,177578333227,33559150568
28,57,4,45104197501525,8523892119584
28,57,4,11456288587054123,2165035039223768
28,57,4,2909852196914245717,549910376070717488
28,57,4,739091001727631357995,139675070486923018184
28,57,4,187726204586621450685013,35476917993302375901248
28,57,4,307,58
28,57,4,77965,14734
28,57,4,19802803,3742378
28,57,4,5029833997,950549278
28,57,4,1277558032435,241435774234
28,57,4,324494710404493,61323736106158
28,57,4,82420378884708787,15575987535189898
28,57,4,20934451742005627405,3956239510202127934
28,57,4,5317268322090544652083,1004869259603805305338
28,57,4,1350565219359256336001677,255232835699856345427918
28,57,4,13,2
28,57,4,2995,566
28,57,4,760717,143762
28,57,4,193219123,36514982
28,57,4,49076896525,9274661666
28,57,4,12465338498227,2355727548182
28,57,4,3166146901653133,598345522576562
28,57,4,804188847681397555,151977407006898566
28,57,4,204260801164173325837,38601663034229659202
28,57,4,51881439306852343365043,9804670433287326538742
28,57,4,85,16
28,57,4,21547,4072
28,57,4,5472853,1034272
28,57,4,1390083115,262701016
28,57,4,353075638357,66725023792
28,57,4,89679822059563,16947893342152
28,57,4,22778321727490645,4304698183882816
28,57,4,5785604038960564267,1093376390812893112
28,57,4,1469520647574255833173,277713298568290967632
28,57,4,373252458879822021061675,70538084459955092885416
147,51,0,0,0
109,14,0,0,0
192,76,0,0,0
29,150,0,0,0
96,10,0,0,0
170,-25,1,65,5
170,-25,1,44135,3385
170,-25,1,29923465,2295025
170,-25,1,20288065135,1556023565
170,-25,1,13755278238065,1054981682045
170,-25,1,9326058357342935,715276024402945
170,-25,1,6323053811000271865,484956089563514665
170,-25,1,4287021157799826981535,328799513448038539925
170,-25,1,2906594021934471693208865,222925585161680566554485
170,-25,1,1970666459850414008168628935,151143217940105976085400905
132,-162,0,0,0
189,84,0,0,0
128,184,0,0,0
179,63,0,0,0
89,-118,0,0,0
68,29,0,0,0
142,-73,0,0,0
13,-12,6,14,4
13,-12,6,18446,5116
13,-12,6,23942894,6640564
13,-12,6,31077857966,8619446956
13,-12,6,40339035696974,11188035508324
13,-12,6,52360037256814286,14522061470357596
13,-12,6,67963288020309246254,18849624600488651284
13,-12,6,88216295490324144823406,24466798209372799009036
13,-12,6,114504683583152719671534734,31757885226141292625077444
13,-12,6,148626991074636739809507261326,41221710556733188454551513276
13,-12,6,-1,1
13,-12,6,1691,469
13,-12,6,2194919,608761
13,-12,6,2849003171,790171309
13,-12,6,3698003921039,1025641750321
13,-12,6,4800006240505451,1331282201745349
13,-12,6,6230404402172154359,1728003272223712681
13,-12,6,8087060114013215852531,2242946916064177314589
13,-12,6,10496997797584752004430879,2911343369048029930623841
13,-12,6,13625095054204894088535428411,3778921450077426785772431029
13,-12,6,1,1
13,-12,6,2989,829
13,-12,6,3879721,1076041
13,-12,6,5035874869,1396700389
13,-12,6,6536561700241,1812916028881
13,-12,6,8484452051037949,2353163608787149
13,-12,6,11012812225685557561,3054404551289690521
13,-12,6,14294621784487802676229,3964614754410409509109
13,-12,6,18554408063452942188187681,5146066896820160253132961
13,-12,6,24083607371740134472464933709,6679590867457813598157074269
13,-12,6,274,76
13,-12,6,355666,98644
13,-12,6,461654194,128039836
13,-12,6,599226788146,166195608484
13,-12,6,777795909359314,215721771772396
13,-12,6,1009578491121601426,280006693564961524
13,-12,6,1310432103679929291634,363448472525548285756
13,-12,6,1700939860998057098939506,471755837331468109949764
13,-12,6,2207818629143374434494187154,612338713407773081166507916
13,-12,6,2865746879688239017916355986386,794815178247452127886017325204
13,-12,6,-25,-7
13,-12,6,-32605,-9043
13,-12,6,-42321265,-11737807
13,-12,6,-54932969365,-15235664443
13,-12,6,-71302951914505,-19775880709207
13,-12,6,-92551176652058125,-25669077924886243
13,-12,6,-120131355991419531745,-33318443370621634207
13,-12,6,-155930407525685900146885,-43247313825988956314443
13,-12,6,-202397548836984306971124985,-56134980027690294674512807
13,-12,6,-262711862459998104762620083645,-72863160828628176498561309043
13,-12,6,155,43
13,-12,6,201215,55807
13,-12,6,261176915,72437443
13,-12,6,339007434455,94023745207
13,-12,6,440031388745675,122042748841243
13,-12,6,571160403584451695,158411393972188207
13,-12,6,741365763821229554435,205617867333151451443
13,-12,6,962292190279552377204935,266891833387036611784807
13,-12,6,1249054521617095164382451195,346425394118506188945228043
13,-12,6,1621271806766799243816044446175,449659894673987646214294215007
170,-73,0,0,0
105,-115,0,0,0
153,26,0,0,0
102,95,0,0,0
14,-153,0,0,0
75,21,0,0,0
116,27,0,0,0
115,91,0,0,0
38,142,2,22,3
38,142,2,1498,243
38,142,2,110830,17979
38,142,2,8199922,1330203
38,142,2,606683398,98417043
38,142,2,44886371530,7281530979
38,142,2,3320984809822,538734875403
38,142,2,245707989555298,39859099248843
38,142,2,18179070242282230,2949034609538979
38,142,2,1345005489939329722,218188702006635603
38,142,2,130,21
38,142,2,9598,1557
38,142,2,710122,115197
38,142,2,52539430,8523021
38,142,2,3887207698,630588357
38,142,2,287600830222,46655015397
38,142,2,21278574228730,3451840551021
38,142,2,1574326892095798,255389545760157
38,142,2,116478911440860322,18895374545700597
38,142,2,8617865119731568030,1398002326836084021
171,112,0,0,0
124,-82,0,0,0
7,12,0,0,0
17,141,0,0,0
83,-180,0,0,0
20,-15,0,0,0
20,-105,0,0,0
37,192,0,0,0
10,105,0,0,0
154,97,0,0,0
180,-49,0,0,0
30,77,0,0,0
170,-22,0,0,0
186,125,0,0,0
136,-150,0,0,0
79,138,0,0,0
120,-43,0,0,0
17,-137,2,-4,3
17,-137,2,276,67
17,-137,2,18220,4419
17,-137,2,1202244,291587
17,-137,2,79329884,19240323
17,-137,2,5234570100,1269569731
17,-137,2,345402296716,83772361923
17,-137,2,22791317013156,5527706317187
17,-137,2,1503881520571580,364744844572419
17,-137,2,99233389040711124,24067632035462467
17,-137,2,4,3
17,-137,2,540,131
17,-137,2,35636,8643
17,-137,2,2351436,570307
17,-137,2,155159140,37631619
17,-137,2,10238151804,2483116547
17,-137,2,675562859924,163848060483
17,-137,2,44576910603180,10811488875331
17,-137,2,2941400536949956,713394417711363
17,-137,2,194087858528093916,47073220080074627
34,42,0,0,0
75,96,1,36,4
75,96,1,1836,212
75,96,1,95436,11020
75,96,1,4960836,572828
75,96,1,257868036,29776036
75,96,1,13404177036,1547781044
75,96,1,696759337836,80454838252
75,96,1,36218081390436,4182103808060
75,96,1,1882643472964836,217388943180868
75,96,1,97861242512781036,11300042941597076
116,-94,0,0,0
53,-134,0,0,0
147,-1,0,0,0
117,-159,0,0,0
102,-83,0,0,0
167,128,1,104,8
167,128,1,34840,2696
167,128,1,11706136,905848
167,128,1,3933226856,304362232
167,128,1,1321552517480,102264804104
167,128,1,444037712646424,34360669816712
167,128,1,149195349896680984,11545082793611128
167,128,1,50129193527572164200,3879113457983522296
167,128,1,16843259829914350490216,1303370576799669880328
167,128,1,5659285173657694192548376,437928634691231096267912
162,-115,0,0,0
111,89,0,0,0
30,191,0,0,0
75,-166,0,0,0
179,-18,1,6141,459
179,-18,1,51464165361,3846612321
179,-18,1,431291320674625479,32236226827154361
179,-18,1,3614402409607993392555819,270153120026817103399299
179,-18,1,30290210241526588695521962038501,2263996610135106353442726171219
179,-18,1,253844683712290640033316553113301994601,18973242471508177833398464442703732681
179,-18,1,2127325064276124435337765181453082779632073919,159003740673074299681959024278569772708334801
179,-18,1,17827877515160664895709601791313010671531111610271379,1332518128411426349298211538066778296135940429263739
179,-18,1,149405101285600611980238384919520043126731305278170837925261,11167061573701526602445044863545908209479279322437715255579
179,-18,1,1252077498915855252773914205082348450218330252368616922454005518241,93584666153478415051534091449008101865346275241047341741730099441
68,-46,0,0,0
172,-160,0,0,0
56,79,0,0,0
173,-159,0,0,0
94,48,2,57668,5948
94,48,2,247199071228,25496637412
94,48,2,1059641066735174852,109293630963899132
94,48,2,4542246800256085969763452,468496985553514883602468
94,48,2,19470749711508675916061580533828,2008254493303732071270539404988
94,48,2,83463121005851432848230154414532003068,8608563628450376362402027993143908452
94,48,2,357772179872453222783183388935872677450724292,36901382764077090556815605443059475991853692
94,48,2,1533622648519375797129160231745774230279085710841212,158181098342656607046311755759801917163926973681828
94,48,2,6574011508916313326036014504576335174383090144557380222788,678057514344611483815885432031852484490274666638795232828
94,48,2,28180091994004045917604200039374743434927064608527941403489971708,2906554560414309959311993677486372229735406681350029330114494692
94,48,2,892,92
94,48,2,3823580612,394372228
94,48,2,16390122415592188,1690512048822428
94,48,2,70257734845449493578308,7246532043361337268292
94,48,2,301166103611138954555423697532,31062911791750584208838981852
94,48,2,1290975608078401873472888218110117572,133153967057392890231723729879696388
94,48,2,5533883131832495520706536767914093459261948,570776463648518726426612872680798900855068
94,48,2,23721488094080565998497355042099400993319563559748,2446684681310970733545997081014554036686446241732
94,48,2,101684293649199279520366944654392164767185793866120917372,10487934088060223260247287108779750575247072796445118812
94,48,2,435878876313697418111115660720072412214328852727581943634081732,44957473382535625740462107476890645021267335224476995402089348
122,-139,0,0,0
131,93,0,0,0
57,131,0,0,0
128,-69,0,0,0
6,-181,0,0,0
163,-170,0,0,0
63,-168,0,0,0
124,153,0,0,0
92,32,0,0,0
107,181,0,0,0
134,-1,0,0,0
87,-158,2,83,9
87,-158,2,4673,501
87,-158,2,261605,28047
87,-158,2,14645207,1570131
87,-158,2,819869987,87899289
87,-158,2,45898074065,4920790053
87,-158,2,2569472277653,275476343679
87,-158,2,143844549474503,15421754455971
87,-158,2,8052725298294515,863342773190697
87,-158,2,450808772155018337,48331773544223061
87,-158,2,25,3
87,-158,2,1483,159
87,-158,2,83023,8901
87,-158,2,4647805,498297
87,-158,2,260194057,27895731
87,-158,2,14566219387,1561662639
87,-158,2,815448091615,87425212053
87,-158,2,45650526911053,4894250212329
87,-158,2,2555614058927353,273990586678371
87,-158,2,143068736773020715,15338578603776447
22,-47,0,0,0
179,-155,0,0,0
103,-75,2,50,5
103,-75,2,22922185,2258590
103,-75,2,10430877817310,1027784931035
103,-75,2,4746633536010897175,467699699574804370
103,-75,2,2159984070352543947049490,212829554488684392463685
103,-75,2,982913711113600604832541824265,96849365746935065197379836990
103,-75,2,447280781722350652762324608435684350,44071884979124453473970194708857755
103,-75,2,203537803406463084932298786411476235749335,20055175690963607934304045858236594722290
103,-75,2,92621098666484184795229805896498405326713703410,9126228029183063687173537438591741653237540485
103,-75,2,42147786674572089392771631467104679547941554783191625,4152944822027873053539477644721499543897425628219870
103,-75,2,169385,16690
103,-75,2,77079660610,7594884635
103,-75,2,35075562038374775,3456097822447870
103,-75,2,15961344958857591951790,1572718050684243046085
103,-75,2,7263305791562824801175375465,715674785268712805756807890
103,-75,2,3305210880269451457764804065649250,325672105083666656485785728145755
103,-75,2,1504056042324632196773057854096909732535,148199045450237339248526997501337879390
103,-75,2,684429726392772618054491163396158551182797710,67438864826077530543994034718483024315550085
103,-75,2,311453853571885480439079898653629267812942284989225,30688460072147337693777512123605484115435621600370
103,-75,2,141728944790323489460293169743671428930490105886873973890,13964967886523640036753542026375423144915189198662420635
101,-35,0,0,0
41,191,0,0,0
181,52,6,544226,40452
181,52,6,2688090500734297175570306,199804193377841721780492
181,52,6,13277260807927442362554442866857776564305986,986891023672938993951813707209979890347732
181,52,6,65580252790436439961692945295827144365961622353532972985439266,4874541800854080008433825182628197343398105733323705612126172
181,52,6,323919942394269290599355240181290395021218408343792380573003172015732505005818146,24076779703437968644698600353057971286017675383982236962225995653848340875419812
181,52,6,1599934806838802064280498577494241765955176226177085898080637070090958702200579681404872019657250626,118922217630037233186351952435359206346611343745051873818702648014628775356829625199175084316852652
181,52,6,7902543348252960334351006914592282389512260883401879556881861827478030762528564749575098860687585404161234796289304706,587391421122090726904732728185231666977266589987268417463570289401194754391677029814149554685906274714430732699768692
181,52,6,39032960033170365110695203931704989125284539478548688441235709265393231550811172642751974141076417310825808609336929888103194110038108386,2901297070335513113618109607499219753511732016032160344254758117379963000063268326215051304017722083621514139641089020892169851544631932
181,52,6,192795142248463063610413605352415222589766181159306044894838086989160479741170232276836131615197244085948530409183793256794919387799102874444880760991149666,14330350065817233770513743152732240430000562958116862932138624563113900217122045727643492028130490134518478151567092920575481360518310674899190851551426372
181,52,6,952271281578899505145948573392366491427008006876847118993831114217595248666183854760163075420639714694785510706362976482223703293527454260659344724299682504880523808728076546,70781766923688302366952555340995774205757361158186986189503870154783778701453210720676363327357104936824149839904493620515476600005860620450848523751096569045989734654056012
181,52,6,926831572061,68890848207
181,52,6,4577890701192449496828299731841,340271936035568330944116567147
181,52,6,22611533641934452112906828186617464374470088007221,1680702059372074783758364796324941034555950111287
181,52,6,111684941168900090986338442121398934738686715805811804571681567606201,8301476299480259033536966739784015053350248889163520891432113904627
181,52,6,551644407735695044691244173785223037000169804335817780915685614729954937190480759496781,41003405907992715788797253170907951159536877938178037780951228614998938781102533091167
181,52,6,2724732174285325097804652077329353070727087575259890958859599514036223972199530475120248303876930043206961,202527747523759589214300159466120538525143229747365437961190579028936603363837932542355635463594845934907
181,52,6,13458244690740553986868217238326818776552663419803849090587580331320660685321041552008998928592446097563969999751512761624741,1000343449738945894146104237083387298196851466435837347447811099339677511531036462939132781474106451846921367052885306219847
181,52,6,66474184826387107629290991155308506548627551758340675669568877465670526254993947763324853506154517042750129925931908308995355697346774401798121,4940987245800574279441530370112724883793983934979643830464485104863524231984089978385899411887773736097290671751730090934236086092836917649987
181,52,6,328335332717860098499689562558723083902952589316411437890522196409564964004170629920116208531588535979841284840439425329639621966042208674259944665773413631735101,24404973081530111541810457346851805087154060387461821210872162307684527736550370011087407509350363682469197506437691012330142582831983255551574764737567840249327
181,52,6,1621743703852909323613517054763856346441871080843651677294604050496993360511685194266770100309504566821481835148192694783038113664195728854483195698197404305557720165990498073203681,120543260178706556186992004813791361337798075025824700543593159535662624421504320174408273955210333316942122651083993717533949024544676796225055180391867023286492933083268308761867
181,52,6,117985507899746,8769793736388
181,52,6,582764739324360064194603968868866,43316561937905264454707453294028
181,52,6,2878444543277000736833587542670540992002581268443586,213953097931489283731062830956604828086535317656468
181,52,6,14217474788071486824847062009181798620202427141464077006618697932575906,1056776578439020765070127243664408226390504921372326116832191589527708
181,52,6,70224243097392966560384705959941070880771174604362926251260649808992184428228128891377826,5219726881893016735672403360516734335386708420038086137696292844984911575275147141691748
181,52,6,346857961213987414290179370699012341586099756189258318547793194486583318256897954942864402124705049098321346,25781749214958350276139960362613073806097839114956014914057736481513293351834385646053427618042764051412588
181,52,6,1713232353258221895755446852293012942113506236809092965813579382805189764362376482422646397722251162651399259395659199725438466,127343557933809369046022816641815564924298722214891701852630759621523367149167440656206600829096809531039352786229278902834228
181,52,6,8462152882343417242680130038148275862534002404019447262721820157510052343410645336042611967674739707403286432793310587148315833222836151254521186,628986870209444795033789410563057922621547395333354371029834414493331051280689403427600788766587351134587770870720693173176518202203782697380668
181,52,6,41797034283160128318165862997986478481334514681720132897171584019761948324066280002870433788478698988824964249874983228002289949053396099009419900354133553384321506,3106749091316504873736850888606256797665505324121843114020294568369014768327071148020152041436932377692576919558785690036617672169620152110454978058877102012155908
181,52,6,206447708893658038114283604953985358877872891657545339774022469781345423813184218329013689195272219566332112067359302384591784047987771952635695860060801525581739193997964487273751426,15345137352679507588228244834722270524092536811981116757957037586255839490789497260902246758997775513791595335029681194647398985242981336417457669016416178966259437871909242846343948
181,52,6,41,3
181,52,6,200932505561911451261,14935195517494496943
181,52,6,992464085717004753562994345903239490081,73769274527399553767290506730117012683
181,52,6,4902068775201710540712988301341876612775323608218569628501,364367902510844769338370209452242141017187366144236531223
181,52,6,24212743435896671637378794907258375417440346368931460421853279640623498738521,1799719046048649688099174466914172063451733332216089308826602311966862516563
181,52,6,119593782049382616706616894053306759893399392510694353205948648626437826809062540165008270252141,8889335812486553642174132040894936491216519508872741370169166935493697335576682853494467312703
181,52,6,590708473112169672756499159438087968798088349017049010115334171125819865994792068240254185798824900339433105361361,43907015020287735616823081958197166252226911145821730732207703155493144389321942955041960509514151487148016543643
181,52,6,2917680954871283867983872934396688683262152107494411563296182783735780410883633589895061200605451492309401054021663060892739150218181,216869517437266793506272169577286139681885933491969701704246075419179510853878302992944126522922707834722365554036604979650847513383
181,52,6,14411274836753693947106283953758056084393743478018689613387125445648703113056929713378218214801275085665095606188497869201770169127643398944954559134601,1071181622611810806308336769690986172423636345172589113091733709024872038080017586257025362209450941351164310378896035303402423006428607821162835605923
181,52,6,71181477904122801059149651492883142258606000494016594091973154017509317751850560582352063749704871346655250063078495765799842869392297708572483549801457196727612833782621,5290877584735649094380236862935283036958811038304396567864552580513672171230838525081334665893395373942532146577932434631330378791467921990659614002501645131805088685263
181,52,6,1578419191671784421,117322974549382137
181,52,6,7796271467176985598734274510242412401,579492294410646023749388163276873477
181,52,6,38508052303609426917679449443808026058393812792109251981,2862280986065259511735983784996923541549506070284418017
181,52,6,190202470303982834999400561630717970685925594414258298481943612062700231161,14137638277870092559306505775945717979079286117622085387439634941043079757
181,52,6,939465320772573604933001222258327677793106890973593529571153533016137963646677143898518637941,69829907353247034011944581707247156739019552653135511472596045777553571719910855281775442697
181,52,6,4640292460575014410532124411233695673403645530266171143767610095692487765632958827750410528525211668672963920321,344910222282026799723231920441922510410423739920619908370987456358094114168892193968453461171460364603670010837
181,52,6,22919754080929910891245966438401656193661560443448777444312693289351148943112759400430700853614432601335387551362658289095208486301,1703611904177980417848835369840505087558104130662847503722016124657689403140765239615450806405688938814821048693259673662967608177
181,52,6,113207331562288523784555378429140884778057828599226361324040327995287243607198184645981024119383056721622549100059214203134096697297281975061010503881,8414634686251113316324135628508345411065517859083066161648408514336158324105788840620539849402784591160542918757712127433818189969533607503159778717
181,52,6,559163936672306334825382353592084083804641224103170455655223038539897353866141534881224576034648793532525966553873084670450992684706169592511091681443654416251942701061,41562328092104650918649020510266475319007985759047942428329869095436919593031053088655032302698778319036339531661543133503998639492028466391713406191826755424739186457
181,52,6,2761873314740556335383978209718180033538468014704494577021120805186749280657916106087888499765034470844867105552226374907566686622712035820570425866053371517556747818621419438305117165841,205288426752291308496540744679649708169685246542799404931495640718351408410526454094960546358399311954424635207170796418950784111802731813644761188076769272542775103780953188331142015397
181,52,6,69279881,5149533
181,52,6,342193482149467387598767301,25435041216563330851610073
181,52,6,1690193134505790689706801211856361635105306321,125631066290530363291709544540616278305197413
181,52,6,8348355480022565052475541327132518514682250497541643397448728941,620528375909122481894085113409092513859120943774434171741455553
181,52,6,41234955815390583533802225467698662250027998957022035820706061189525496488234627161,3064970127834036955796033774100371579460350653337579422421669729425157779405208493
181,52,6,203671439862143705338922256262360466675016346158429501082662746298085272227348358405165311333801552981,15138778900726318262688992550473508604466478835301631408995047772515328599470166558362847037008960233
181,52,6,1005992478838452123324268506586078459867602994419871824793497949131343835731026168280738467323472509148239038075144218401,74774832068929779775096404447746505490668626734129246784564532066875965473432267251544410494990303437085182406219294773
181,52,6,4968889443529864719487712949951034091337600104227771735168799184671381326423116671933854014801077592195480097664699378343583217578892695421,369334643672508811986672364769650859787381340092104386462062189381046394071326281344015489519297283754814629232863257915893614609271276113
181,52,6,24542790151403670988776230025674040849198675498277200913813816639064052096362493786641956186362328493347296035212975674260289735231794838941806291828067616041,1824251225211095335164658399081497318853545076087617372105942628908470917980804778819262442124047007507682714660505590543776797552195916173649276650750848253
181,52,6,121223978770582744485077293404652133248249014724842263671989044434079669298961042688557221791465767501091771850185556444292934019104554299788017546268716825471082167924931372261,9010507380496491521163775139100349413694246829332756068456543544420437282186372226085363060904411291457791761612483963433331895312060623111817450303727914225823747666385235193
2,-29,0,0,0
94,146,0,0,0
150,33,0,0,0
66,158,0,0,0
38,-158,0,0,0
153,92,0,0,0
184,101,0,0,0
110,-145,0,0,0
56,-32,0,0,0
60,-133,0,0,0
90,157,0,0,0
