trial,n,N,alpha,beta,family,k,x,y
1,34,-23,35,6,0,0,0,0
2,42,-40,13,2,0,0,0,0
3,86,95,10405,1122,0,0,0,0
4,47,24,48,7,0,0,0,0
5,12,82,7,2,0,0,0,0
6,8,90,3,1,0,0,0,0
7,50,53,99,14,0,0,0,0
8,65,48,129,16,0,0,0,0
9,61,-94,1766319049,226153980,0,0,0,0
10,11,89,10,3,1,0,10,1
10,11,89,10,3,1,1,133,40
10,11,89,10,3,1,2,2650,799
10,11,89,10,3,1,3,52867,15940
10,11,89,10,3,1,4,1054690,318001
10,11,89,10,3,1,5,21040933,6344080
10,11,89,10,3,1,6,419763970,126563599
10,11,89,10,3,1,7,8374238467,2524927900
10,11,89,10,3,1,8,167065005370,50371994401
10,11,89,10,3,1,9,3332925868933,1004914960120
10,11,89,10,3,1,10,66491452373290,20047927207999
10,11,89,10,3,1,11,1326496121596867,399953629199860
10,11,89,10,3,1,12,26463430979564050,7979024656789201
10,11,89,10,3,1,13,527942123469684133,159180539506584160
10,11,89,10,3,1,14,10532379038414118610,3175631765474893999
10,11,89,10,3,1,15,210119638644812688067,63353454769991295820
10,11,89,10,3,1,16,4191860393857839642730,1263893463634351022401
10,11,89,10,3,1,17,83627088238511980166533,25214515817917029152200
10,11,89,10,3,1,18,1668349904376381763687930,503026422894706232021599
10,11,89,10,3,1,19,33283370999289123293592067,10035313942076207611279780
10,11,89,10,3,2,0,67,20
10,11,89,10,3,2,1,1330,401
10,11,89,10,3,2,2,26533,8000
10,11,89,10,3,2,3,529330,159599
10,11,89,10,3,2,4,10560067,3183980
10,11,89,10,3,2,5,210672010,63520001
10,11,89,10,3,2,6,4202880133,1267216040
10,11,89,10,3,2,7,83846930650,25280800799
10,11,89,10,3,2,8,1672735732867,504348799940
10,11,89,10,3,2,9,33370867726690,10061695198001
10,11,89,10,3,2,10,665744618800933,200729555160080
10,11,89,10,3,2,11,13281521508291970,4004529408003599
10,11,89,10,3,2,12,264964685547038467,79889858604911900
10,11,89,10,3,2,13,5286012189432477370,1593792642690234401
10,11,89,10,3,2,14,105455279103102508933,31795962995199776120
10,11,89,10,3,2,15,2103819569872617701290,634325467261305287999
10,11,89,10,3,2,16,41970936118349251516867,12654713382230905983860
10,11,89,10,3,2,17,837314902797112412636050,252459942177356814389201
10,11,89,10,3,2,18,16704327119823899001204133,5036544130164905381800160
10,11,89,10,3,2,19,333249227493680867611446610,100478422661120750821613999
11,76,-72,57799,6630,1,0,2,1
11,76,-72,57799,6630,1,1,619478,71059
11,76,-72,57799,6630,1,2,71610417842,8214278281
11,76,-72,57799,6630,1,3,8278021081080038,949554140655979
11,76,-72,57799,6630,1,4,956922680859079814882,109766559543335582161
11,76,-72,57799,6630,1,5,110618348053669887359649398,12688794749140952485991299
11,76,-72,57799,6630,1,6,12787259797351208958141671295122,1466799295301429265932286599641
11,76,-72,57799,6630,1,7,1478181657943586705089591031013863558,169559064925565825534099513859309019
11,76,-72,57799,6630,1,8,53095087864367478981282114251286131650,-135688495615671876086320893866438885727
11,76,-72,57799,6630,1,9,11436610526826202656959382340002581270,-3182518843984048095693704760464514445
11,76,-72,57799,6630,1,10,-786895654923295000952247052397988750,88113810282159113993388627430934656553
11,76,-72,57799,6630,1,11,-119608560459311978013793961160593645018,111334471422216606642123210827019215691
11,76,-72,57799,6630,1,12,-156452348319463699716320827645810921822,134714338299508853874508877430835314289
11,76,-72,57799,6630,1,13,-131715358867991677807604455673444671050,-85495494625568359040444468566787108253
11,76,-72,57799,6630,1,14,58905803609040164953263423257348482642,-81837213013944380922088012611041616519
11,76,-72,57799,6630,1,15,134356501793387579563536841529661674950,57428277693245272787823867966047433147
11,76,-72,57799,6630,1,16,116197502935032825434711321808245112706,107185736192504400810360765396181248321
11,76,-72,57799,6630,1,17,98718311927198732409962393802266110550,37759778219147974899728594249780441939
11,76,-72,57799,6630,1,18,154049963712664057130627208202631069234,45736345997427213309587793432497670089
11,76,-72,57799,6630,1,19,112161238060807488514095294650033285990,25229981750949356378740948233185114411
11,76,-72,57799,6630,2,0,78,9
11,76,-72,57799,6630,2,1,9043242,1037331
11,76,-72,57799,6630,2,2,1045380688638,119913388929
11,76,-72,57799,6630,2,3,120843916836132282,13861747932377211
11,76,-72,57799,6630,2,4,13969315097377838845998,1602390337367027448249
11,76,-72,57799,6630,2,5,1614824886505839498083544522,185233118205091891030310691
11,76,-72,57799,6630,2,6,186670527216332719202083740808158,21412577996669822081954827809969
11,76,-72,57799,6630,2,7,21578739603538804787816636771857903962,2475251191073804974824722294146485771
11,76,-72,57799,6630,2,8,-150891394191647004304388731146516792818,-43383416172118289579619173326431488407
11,76,-72,57799,6630,2,9,109163861691694749066017240618445155434,42905765069961893422941418278557080371
11,76,-72,57799,6630,2,10,-96602032281668001481946864954527193410,-91766265971969247386588587485641967391
11,76,-72,57799,6630,2,11,-64456313511774581595220165715553613062,-77213199435361281050465505576479615845
11,76,-72,57799,6630,2,12,-101621200967819248728365195615277507090,6822273294499019991027892875196007961
11,76,-72,57799,6630,2,13,84737680179895762653535190368484907274,-56165025802284104209513934354106263485
11,76,-72,57799,6630,2,14,-100521916497357248075522726577914616930,16085885773505449804698439286432233489
11,76,-72,57799,6630,2,15,85307041444530013849787043310280229530,-90746551443432199602531047265842482133
11,76,-72,57799,6630,2,16,40905452481227087162031935709119830990,88867795042036545723697630404740921545
11,76,-72,57799,6630,2,17,-60581849916596544335627812327123840086,-94539522348167191678187790575412615597
11,76,-72,57799,6630,2,18,169801488625957342646914226650773883518,-160076165613367571137020288284399582655
11,76,-72,57799,6630,2,19,-74989434080834578974454905630998874054,165060108917322032718054830107795840187
11,76,-72,57799,6630,3,0,1142,131
11,76,-72,57799,6630,3,1,132014738,15143129
11,76,-72,57799,6630,3,2,15260639682182,1750515426011
11,76,-72,57799,6630,3,3,1764099425848860098,202356082200876449
11,76,-72,57799,6630,3,4,203926365414015889926422,23391958388506400325491
11,76,-72,57799,6630,3,5,23573479987365309417865670258,2704063605592206782625232169
11,76,-72,57799,6630,3,6,2725047139375528672672419860557862,312584344655855961269405187946571
11,76,-72,57799,6630,3,7,-25272367726979579947153525808866150238,36134125070823573805228494133622482289
11,76,-72,57799,6630,3,8,-111047212175913273510944323999000420426,66535669959501068024197364131724074851
11,76,-72,57799,6630,3,9,1648981986983954148878645382274711634,-48097660638451775294581375350901396359
11,76,-72,57799,6630,3,10,-168340899099433027368561545030850739258,153965334426671420499060257461234808507
11,76,-72,57799,6630,3,11,-145185970538171625122685921137322923646,3907282235925637316756267967763193921
11,76,-72,57799,6630,3,12,27137535141868572220463055015480330326,-34654329980189894006099781927960530861
11,76,-72,57799,6630,3,13,126832656129688497360413687161406535730,169161427981237399869905717857943807689
11,76,-72,57799,6630,3,14,168184589034412513922609624092078192998,90908626411398669082082050524202233387
11,76,-72,57799,6630,3,15,-17461117010075587977908897751445680030,86179224460482474716344071005925078545
11,76,-72,57799,6630,3,16,-83388144745266319497200610460767943946,-51493420952742762895169080043131174333
11,76,-72,57799,6630,3,17,33594990058867341057620181028555535890,-63209971641846265659651092962092624871
11,76,-72,57799,6630,3,18,-45604698978525609219507469346991591162,-11543539880249012408929769581314068837
11,76,-72,57799,6630,3,19,149123196437372540380731185822389407042,-99752408383774941912017227818479675679
11,76,-72,57799,6630,4,0,1822,209
11,76,-72,57799,6630,4,1,210620698,24159851
11,76,-72,57799,6630,4,2,24347331445582,2792830455689
11,76,-72,57799,6630,4,3,2814502820235767338,322845614992577171
11,76,-72,57799,6630,4,4,325350896989266901292542,37320307399119105357569
11,76,-72,57799,6630,4,5,37609912987350772435379502778,4314152894400524726131684091
11,76,-72,57799,6630,4,6,4347630721186423694995732860838702,498707446249591549892251312193849
11,76,-72,57799,6630,4,7,162295049149159829843391347380084559562,57649583367246131090043942460852872611
11,76,-72,57799,6630,4,8,-144930622073955539766326695826515005730,86663808551947030579798753670402738225
11,76,-72,57799,6630,4,9,-50010201856397118427978597753825899942,-147873114743707992725534549933033015157
11,76,-72,57799,6630,4,10,122748046103415281567589207370277936398,161720321635221965700702422455213635049
11,76,-72,57799,6630,4,11,44225428243127809347416889840068132202,-79342766305745151813392166194951771725
11,76,-72,57799,6630,4,12,-153974617194385412610059530059940564546,-55901746187937098409161510609749916575
11,76,-72,57799,6630,4,13,-52257331279846328273381825349611891718,-88565238225535580955116170397568915685
11,76,-72,57799,6630,4,14,3570910018133068043843894373771514094,167066901001400071441909692048412638617
11,76,-72,57799,6630,4,15,79802532327889879466484829854257633802,-37547399791499740994147207203073421629
11,76,-72,57799,6630,4,16,-45406097245590993416089877136031842658,70484444702580425935724446705499224977
11,76,-72,57799,6630,4,17,-78322172679747870070782365838543504486,-162889793187930571636237484187341001045
11,76,-72,57799,6630,4,18,51825329161003921124343610240802479822,60258553950013777580855309375211104329
11,76,-72,57799,6630,4,19,-28629483631565734229899461587524926294,10876068349305804606701904113522509011
12,94,100,2143295,221064,1,0,10,0
12,94,100,2143295,221064,1,1,21432950,2210640
12,94,100,2143295,221064,1,2,91874269140490,9476107317600
12,94,100,2143295,221064,1,3,393827323354911596150,40620186866548773360
12,94,100,2143295,221064,1,4,1688176266019838624671488010,174122086820269830289924800
12,94,100,2143295,221064,1,5,7236519500157586222807198877189750,746389996142859831635622199658640
12,94,100,2143295,221064,1,6,54296734373419175390001520057231721994,136926591277401232433750028118525809696
12,94,100,2143295,221064,1,7,144134467209541336212149711179960550006,-133845740903547440699913597014800376016
12,94,100,2143295,221064,1,8,62398536189879429579725244403569221642,-19337740460508602254977575243453348480
12,94,100,2143295,221064,1,9,-115712294099073786606665912202167889290,-46452930056093045569978858937949825584
12,94,100,2143295,221064,1,10,5852153374703836530712551950235149834,87951552737655966813946633863741994720
12,94,100,2143295,221064,1,11,-58525012686757009714704206691221932426,-152703745814331570191325116537103930256
12,94,100,2143295,221064,1,12,94745015856273119029881386708574607370,-47394582683834957459025623620230322112
12,94,100,2143295,221064,1,13,-33958390156976570966557433614772441482,-168265944859490395134506493393463303408
12,94,100,2143295,221064,1,14,-139768937920650755533047579734778497526,-63924620774318328549605751253212014176
12,94,100,2143295,221064,1,15,3253501898989957042675776859059141238,29146649930109165360619352429719353776
12,94,100,2143295,221064,1,16,95665874617685272683088263038871371786,26798001050523975921799776762555435776
12,94,100,2143295,221064,1,17,-27235105905171412805374938868928423306,-166966287845720040192148958805331414960
12,94,100,2143295,221064,1,18,-52432853171365332965103694732103256566,-144269776247408723915313884273453417376
12,94,100,2143295,221064,1,19,87922377442346405203654972432872918646,-122944381403891329699987577512776775952
12,94,100,2143295,221064,2,0,3374,348
12,94,100,2143295,221064,2,1,14462922898,1491736596
12,94,100,2143295,221064,2,2,61996620665334446,6394463175047292
12,94,100,2143295,221064,2,3,265754094177801519956242,27410441901524479677684
12,94,100,2143295,221064,2,4,1139178842561560220808562060334,117497326150649424878388410268
12,94,100,2143295,221064,2,5,4883192634735692672821596240687164818,503662863304084907747549451091028436
12,94,100,2143295,221064,2,6,115197355925034061739067588595515625902,-95424902814723299694532027156106625348
12,94,100,2143295,221064,2,7,9752876984273329829829977760179811858,-126467172062504688675183849755078060364
12,94,100,2143295,221064,2,8,58719487630137005867779568405273697070,-133583222148161304509150249743025041956
12,94,100,2143295,221064,2,9,-167801459256775959343442287097302312302,-99742100927505853732463362229864719468
12,94,100,2143295,221064,2,10,-102827805825922398165171965811656193874,-134395931301955763175249301987224017668
12,94,100,2143295,221064,2,11,-136053613769527627879619455887073256686,-66526199283089264182312424199426475916
12,94,100,2143295,221064,2,12,-92143120227201783619056985183325545938,168867823883863814480187008913524048924
12,94,100,2143295,221064,2,13,53181069908902955302707422500644534162,165546497041445571525693388597410983252
12,94,100,2143295,221064,2,14,168532580241544797678517258559118315438,-162327362597200965814516553871519372484
12,94,100,2143295,221064,2,15,6230006698352688336469034181393199122,147169385180655150012897850447643589172
12,94,100,2143295,221064,2,16,-44275443841861178520476885454929008338,52596308604264588012555444408918514268
12,94,100,2143295,221064,2,17,107690228415717600521530753241853740178,157456331608505906159527160924945555220
12,94,100,2143295,221064,2,18,-95923668080007475790054586590708685138,-71439018556136750940396309152327413380
12,94,100,2143295,221064,2,19,98541479065976893509019276842124801298,30171911386766631672715027642901257204
13,3,22,2,1,1,0,5,1
13,3,22,2,1,1,1,13,7
13,3,22,2,1,1,2,47,27
13,3,22,2,1,1,3,175,101
13,3,22,2,1,1,4,653,377
13,3,22,2,1,1,5,2437,1407
13,3,22,2,1,1,6,9095,5251
13,3,22,2,1,1,7,33943,19597
13,3,22,2,1,1,8,126677,73137
13,3,22,2,1,1,9,472765,272951
13,3,22,2,1,1,10,1764383,1018667
13,3,22,2,1,1,11,6584767,3801717
13,3,22,2,1,1,12,24574685,14188201
13,3,22,2,1,1,13,91713973,52951087
13,3,22,2,1,1,14,342281207,197616147
13,3,22,2,1,1,15,1277410855,737513501
13,3,22,2,1,1,16,4767362213,2752437857
13,3,22,2,1,1,17,17792037997,10272237927
13,3,22,2,1,1,18,66400789775,38336513851
13,3,22,2,1,1,19,247811121103,143073817477
13,3,22,2,1,2,0,7,3
13,3,22,2,1,2,1,23,13
13,3,22,2,1,2,2,85,49
13,3,22,2,1,2,3,317,183
13,3,22,2,1,2,4,1183,683
13,3,22,2,1,2,5,4415,2549
13,3,22,2,1,2,6,16477,9513
13,3,22,2,1,2,7,61493,35503
13,3,22,2,1,2,8,229495,132499
13,3,22,2,1,2,9,856487,494493
13,3,22,2,1,2,10,3196453,1845473
13,3,22,2,1,2,11,11929325,6887399
13,3,22,2,1,2,12,44520847,25704123
13,3,22,2,1,2,13,166154063,95929093
13,3,22,2,1,2,14,620095405,358012249
13,3,22,2,1,2,15,2314227557,1336119903
13,3,22,2,1,2,16,8636814823,4986467363
13,3,22,2,1,2,17,32233031735,18609749549
13,3,22,2,1,2,18,120295312117,69452530833
13,3,22,2,1,2,19,448948216733,259200373783
14,20,-93,9,2,0,0,0,0
15,57,-18,151,20,0,0,0,0
16,92,8,1151,120,1,0,10,1
16,92,8,1151,120,1,1,22550,2351
16,92,8,1151,120,1,2,51910090,5412001
16,92,8,1151,120,1,3,119497004630,12458423951
16,92,8,1151,120,1,4,275082052748170,28679286523201
16,92,8,1151,120,1,5,633238765929282710,66019705117984751
16,92,8,1151,120,1,6,1457715364087156050250,151977332502314373601
16,92,8,1151,120,1,7,3355660134889867298392790,349851753400622570044751
16,92,8,1151,120,1,8,7724728172801110433744152330,805358584350900653928643201
16,92,8,1151,120,1,9,17782320898128021328611740270870,1853935111324019904721166603951
16,92,8,1151,120,1,10,40934894982762532297353792359390410,4267757820909309469767471593652001
16,92,8,1151,120,1,11,94232110467998451220487101399576452950,9824376649798119075384814887420302351
16,92,8,1151,120,1,12,162409633799650720859385133996284603018,157074563295510613643650012873240403905
16,92,8,1151,120,1,13,142706017137528084298772397966083515798,-144335707341952172960262880657619290769
16,92,8,1151,120,1,14,-25642261915617907241821187728355291062,37999617287466035548190174124694838369
16,92,8,1151,120,1,15,37938897353342087656035144487705252822,166886404407580894806769605740706872015
16,92,8,1151,120,1,16,-91584329372081418652550311538583056886,-44288924775771440514489549483786193663
16,92,8,1151,120,1,17,110002379097079521465404301390388898326,-35281161951897920149330287886061247441
16,92,8,1151,120,1,18,146980021670923015262544182978277680074,154539805611052024502698011963397122465
16,92,8,1151,120,1,19,-2665212045131069683054872572771555242,-149442120707974457329685546003312021105
16,92,8,1151,120,2,0,470,49
16,92,8,1151,120,2,1,1081930,112799
16,92,8,1151,120,2,2,2490602390,259663249
16,92,8,1151,120,2,3,5733365619850,597744686399
16,92,8,1151,120,2,4,13198205166292310,1376008008427249
16,92,8,1151,120,2,5,30382262559439277770,3167569837654840799
16,92,8,1151,120,2,6,69939955213624051134230,7291744390273435092049
16,92,8,1151,120,2,7,161001746519500006271719690,16785592418839609927055999
16,92,8,1151,120,2,8,370625950547933800813447592150,38640426456424391778647817649
16,92,8,1151,120,2,9,853180777159597089972550085409610,88950244917096531034837349171999
16,92,8,1151,120,2,10,1964021778395441953183009483165330070,204763425158729758017803799146124049
16,92,8,1151,120,2,11,97506510713330191606327961083517662602,131082948844212522397078703365260177343
16,92,8,1151,120,2,12,-128338527511680250013457500192525581226,-77715982920349263696119448948621441935
16,92,8,1151,120,2,13,-167702355226679436376334153502598101046,-44750631074585769129006673981740285857
16,92,8,1151,120,2,14,-42279115960164720840959035163151235562,167320426268263158125261994808251470289
16,92,8,1151,120,2,15,161934354315892611013772933414162313738,16732546114035132942063109815009522943
16,92,8,1151,120,2,16,-134311394203600681312317990653162295338,-100906733825433496857313840446137550031
16,92,8,1151,120,2,17,-30092279871597703762269261516461968310,108822794739025647006333059074038730143
16,92,8,1151,120,2,18,-60796385263805296366476711593341828714,163158169251763796392304759101890707601
16,92,8,1151,120,2,19,-67133792902486048420157171899692822902,149832109026108447977030396238032931391
17,14,-83,15,4,0,0,0,0
18,85,85,285769,30996,1,0,3485,378
18,85,85,285769,30996,1,1,1991806445,216041742
18,85,85,285769,30996,1,2,1138393071958925,123476065138818
18,85,85,285769,30996,1,3,650634899559268270205,70571263317093720342
18,85,85,285769,30996,1,4,371862569223166675544466365,40334158693601634671687178
18,85,85,285769,30996,1,5,212533589088019600507773949049165,23052504391353119813669652619422
18,85,85,285769,30996,1,6,121471022439816683865788940616117199405,13175382254784845233371524284127523858
18,85,85,285769,30996,1,7,-124123315213856990817590705027841401763,123125518721112618324438630408326824358
18,85,85,285769,30996,1,8,74489223572351329389249017137989903069,165781828013684378440383292914515086490
18,85,85,285769,30996,1,9,138495197294912633698462714116589968813,-112928268131163544807288407847999791570
18,85,85,285769,30996,1,10,70518635182870426245769402265329492429,95652752039300969136236697616118495650
18,85,85,285769,30996,1,11,-123165266611664971624458833151415566019,-129263844924139831044084851468317708234
18,85,85,285769,30996,1,12,-167987132259362984820060900988733379843,90193933721623216883693529077478495530
18,85,85,285769,30996,1,13,103677124518451538266091015285597379341,13990381046441036857026896806342463934
18,85,85,285769,30996,1,14,-166148352446571611717259145077311137171,-10849321116314487821672057407759378126
18,85,85,285769,30996,1,15,17422324686160282584723519994079727389,152289843065438033414097616326319520966
18,85,85,285769,30996,1,16,3851623699903190697292245583371754525,-22329983726759528392224572849602240582
18,85,85,285769,30996,1,17,45252259032724321860397233023198073197,43924668965234388666011403606841592654
18,85,85,285769,30996,1,18,-119808771355289740233937091977692812275,-32120923297291550707218666251783855422
18,85,85,285769,30996,1,19,50162748747663052537556122531219400189,-138488771753438641948012671752993720490
19,92,-44,1151,120,1,0,18,2
19,92,-44,1151,120,1,1,42798,4462
19,92,-44,1151,120,1,2,98520978,10271522
19,92,-44,1151,120,1,3,226795248558,23645039182
19,92,-44,1151,120,1,4,522082563659538,54430869925442
19,92,-44,1151,120,1,5,1201833834749007918,125299838923328302
19,92,-44,1151,120,1,6,2766620965509652567698,288440174770631825762
19,92,-44,1151,120,1,7,6368760260769385461832878,663989157022155539575822
19,92,-44,1151,120,1,8,14660883353670159823486717458,1528502751024827281471716482
19,92,-44,1151,120,1,9,33749347111388447144280961755438,3518612668869995379792351765742
19,92,-44,1151,120,1,10,77690982389532851655974950474300818,8099844835235978339454712293021602
19,92,-44,1151,120,1,11,-161437759209580950339767415720889483858,18645839292100553267429367906183962062
19,92,-44,1151,120,1,12,-41454713772935112991175648947179231982,47135718532391989258864928920393001666
19,92,-44,1151,120,1,13,11749391775720614398313620209396668974,-62296825505111124176862763895553581394
19,92,-44,1151,120,1,14,-134034772193287619160839223563145706350,144730809337831737147136919721447863778
19,92,-44,1151,120,1,15,76311816567366438630562678042955103918,96182705595014306242311286967456982926
19,92,-44,1151,120,1,16,-122147187854356263848547963778370397166,84318971775099981459950848715189385474
19,92,-44,1151,120,1,17,154379186320623466222825050220701494062,45141175750218840441016219290627848302
19,92,-44,1151,120,1,18,-92039334451118810434651194364571243630,44545694342439357430130691620812911650
19,92,-44,1151,120,1,19,-33012501051462349107494047472108593234,74054757342704461244079054858463121742
19,92,-44,1151,120,2,0,28,3
19,92,-44,1151,120,2,1,65348,6813
19,92,-44,1151,120,2,2,150431068,15683523
19,92,-44,1151,120,2,3,346292253188,36103463133
19,92,-44,1151,120,2,4,797164616407708,83110156448643
19,92,-44,1151,120,2,5,1835072600678290628,191319544041313053
19,92,-44,1151,120,2,6,4224336329596808617948,440417507272946199363
19,92,-44,1151,120,2,7,9724420395659252760225668,1013840910422778109620573
19,92,-44,1151,120,2,8,22385611526471270257230869788,2333861335375727935400359683
19,92,-44,1151,120,2,9,51531668009516468472892702026308,5372547780194015284513518369693
19,92,-44,1151,120,2,10,118625877372295383953328742833691228,12367602656145287809222183886673603
19,92,-44,1151,120,2,11,-67205648741582499119280314321313030908,28470215941898672342814182793604264413
19,92,-44,1151,120,2,12,120954920026715607868209485049105371036,-136072085093035860560859665638134805885
19,92,-44,1151,120,2,13,154455408913248698697086018175480184772,133649834073875166326248962878595339293
19,92,-44,1151,120,2,14,-159677034108905526402660411291500997412,-157551940295640690768047513585625509309
19,92,-44,1151,120,2,15,114250713920708526286597822530660356740,-77213256918343262414293714723604356515
19,92,-44,1151,120,2,16,126550849694500780962276332114814757404,40030046999328540945461299231403191811
19,92,-44,1151,120,2,17,-75900801503235475775145255820677819068,9860013798320920291685931404566600861
19,92,-44,1151,120,2,18,54940687219804204827892988613706436444,-141196866967447081530545903847558177341
19,92,-44,1151,120,2,19,-35677713096593418790548920044880148476,-75387363365269996085606491144848899363
19,92,-44,1151,120,3,0,892,93
19,92,-44,1151,120,3,1,2053412,214083
19,92,-44,1151,120,3,2,4726953532,492818973
19,92,-44,1151,120,3,3,10881444977252,1134469061763
19,92,-44,1151,120,3,4,25049081610680572,2611547287359453
19,92,-44,1151,120,3,5,57662974986341699492,6011780721032399043
19,92,-44,1151,120,3,6,132740143369476981550012,13839116608269295237533
19,92,-44,1151,120,3,7,305567752373561025186428132,31857640420455196604401923
19,92,-44,1151,120,3,8,703416833223794110502176009852,73336274408771254314037989213
19,92,-44,1151,120,3,9,1619265244513421668814983988251172,168820071831351006975718846766403
19,92,-44,1151,120,3,10,3727547889453063457817982638778188092,388623732019495609286850471218270493
19,92,-44,1151,120,3,11,73754449232245979890962033689195450212,-126235438474008329162801013269692725885
19,92,-44,1151,120,3,12,-21886508807500622687145538563189316612,6773359582254569344695349426179325661
19,92,-44,1151,120,3,13,-94707419799786813120549906249306995548,65520318460857641336263450473162670531
19,92,-44,1151,120,3,14,126403326019811899204384716421909108412,75911191336296472458816547520970561693
19,92,-44,1151,120,3,15,133740200004392520428877755322253765092,117187907252190202148255330303977869827
19,92,-44,1151,120,3,16,128277387563399157181562917087794977148,-153265665098652653631109881156105904547
19,92,-44,1151,120,3,17,135993850486819488783172737438744297252,-61934467337412249443733844916134857149
19,92,-44,1151,120,3,18,-130211134168322364622560170325177242564,158433594248870625309759398124545347613
19,92,-44,1151,120,3,19,-93259448618116538683655678608962386844,-6628911008441120227710839235997618557
19,92,-44,1151,120,4,0,1362,142
19,92,-44,1151,120,4,1,3135342,326882
19,92,-44,1151,120,4,2,7217555922,752482222
19,92,-44,1151,120,4,3,16614810597102,1732213748162
19,92,-44,1151,120,4,4,38247286776972882,3987555295786702
19,92,-44,1151,120,4,5,88045237545780977262,9179350558687239842
19,92,-44,1151,120,4,6,202680098583101032684242,21130860998542730329582
19,92,-44,1151,120,4,7,466569498893061031458147822,48643232839294806531457922
19,92,-44,1151,120,4,8,1074042783771727911315623602002,111976700865195646092685806862
19,92,-44,1151,120,4,9,2472446021673018758787534073660782,257770316748447538010556195938402
19,92,-44,1151,120,4,10,5691569667848505411000992121943518162,593387157178225367304654270364394542
19,92,-44,1151,120,4,11,-169021406975362291966084612659055098642,4847510370204193234277690095567451458
19,92,-44,1151,120,4,12,-150225036319180872700603038755714897838,-70942623338094694351424099522442116274
19,92,-44,1151,120,4,13,77872591894472213966490547679863114862,20769687386271872207256776491422384674
19,92,-44,1151,120,4,14,84124210059647178363425681258757872850,-97050749316378832879296065102546179474
19,92,-44,1151,120,4,15,-44607812600653332020723918695352132626,133920453366225335090318440118987392770
19,92,-44,1151,120,4,16,-6034006640201524130755073565367318190,86109967996852312974950885829524756878
19,92,-44,1151,120,4,17,105901570615221785020903475922282328942,46888327401613397562599214157903872994
19,92,-44,1151,120,4,18,149274847488810802474337725513249140178,-18690603420304041761310450205332156242
19,92,-44,1151,120,4,19,-160393241520602587103812850508655209746,143203198017667327749319557002035312834
20,82,-27,163,18,0,0,0,0
21,3,62,2,1,0,0,0,0
22,15,32,4,1,0,0,0,0
23,39,-24,25,4,0,0,0,0
24,69,64,7775,936,1,0,8,0
24,69,64,7775,936,1,1,62200,7488
24,69,64,7775,936,1,2,967209992,116438400
24,69,64,7775,936,1,3,15040115313400,1810617112512
24,69,64,7775,936,1,4,233873792156160008,28155095983123200
24,69,64,7775,936,1,5,3636737452988172811000,437811740726948647488
24,69,64,7775,936,1,6,56551267160092295054889992,6807972540148955485315200
24,69,64,7775,936,1,7,879372200702697735115366564600,105863972561504517069702712512
24,69,64,7775,936,1,8,13674237664375682620951655024640008,1646184766523422700284921694246400
24,69,64,7775,936,1,9,-127647972119268799410274106913982651656,25598173013575250427926015275828807488
24,69,64,7775,936,1,10,-58933879033437823580898314581280467960,-78780582587624621321453440952545211520
24,69,64,7775,936,1,11,86243120248394223309300181754499324664,-47136495197968330880346072988306701888
24,69,64,7775,936,1,12,86645706145125774039396708447257645064,74498601881529732048922880812058329344
24,69,64,7775,936,1,13,76596796462015237809445350731532266232,-161063612810166401159395604675432006592
24,69,64,7775,936,1,14,5255054907200041024681155690742166536,-135457261861976670213464885965724518784
24,69,64,7775,936,1,15,-28261050526608535227380143315213380872,148492899682033420069238840304393828032
24,69,64,7775,936,1,16,-160055048738366495569291512846053736440,43905391993245684417345587310667475968
24,69,64,7775,936,1,17,-2515171328475796133765856867689671944,-26075448114198437874818667552174706368
24,69,64,7775,936,1,18,-158669280073278549665077532506768886776,99457801979693810494906035040356557184
24,69,64,7775,936,1,19,82652575571827077107413864362801572600,11538576687635192626072767710117850048
24,69,64,7775,936,2,0,100,12
24,69,64,7775,936,2,1,1552508,186900
24,69,64,7775,936,2,2,24141499300,2906294988
24,69,64,7775,936,2,3,375400312562492,45192886876500
24,69,64,7775,936,2,4,5837474836205251300,702749388023280012
24,69,64,7775,936,2,5,90772733327591345152508,10927752938569117310100
24,69,64,7775,936,2,6,1411515997406570580916248100,169926557492000386148774988
24,69,64,7775,936,2,7,21949073668899439205656312802492,2642357958072853066044333753300
24,69,64,7775,936,2,8,341308094139870282241385083162502500,41088666078106307684989003715040012
24,69,64,7775,936,2,9,-137177028809106195459894881387690310788,-41635978969681800498023273138997989612
24,69,64,7775,936,2,10,127018937667748180247767026087422361764,117830183327820120232295642232452894156
24,69,64,7775,936,2,11,-57482213754471356652445600609051761092,-119559142681074337577001032290316575148
24,69,64,7775,936,2,12,-53664918392000607491762773587215847452,40353981973994921280507250526310950028
24,69,64,7775,936,2,13,-59635091713862728064146257901721627396,143294236091573623001970612245007585684
24,69,64,7775,936,2,14,-2561372616107852286742346615713942748,16078643690784001185583696123397822284
24,69,64,7775,936,2,15,43327840986559894435485453066792636348,112357835630812630707542251673261721812
24,69,64,7775,936,2,16,-8597789835691333396185179659849528732,138593643347552080131195268398378739212
24,69,64,7775,936,2,17,-7989586057978064008808443042057316740,10566508500744295827492477728049873940
24,69,64,7775,936,2,18,-26401485580664839443372411736028596828,154512687333908648030272620664883105996
24,69,64,7775,936,2,19,-154576686628488343602417489490160342724,-72071294967757939976344214511092726956
24,69,64,7775,936,3,0,2492,300
24,69,64,7775,936,3,1,38750500,4665012
24,69,64,7775,936,3,2,602570272508,72540936300
